QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,OTHLNDRX,OTHL_DRX,OTHDCLNX,OTHD_LNX,SAFDPSTX,SAFD_STX,TXLIMX,TXLIMX_,JLDRYNET,JLDR_NET,JDRYCNET,JDRY_NET,JBNKSCQV,JBNK_CQV,SALONX,SALONX_,JSUBSIDY,JSUB_IDY,WIGSX,WIGSX_,JAMTRAKX,JAMT_AKX,JTRANQV,JTRANQV_,LIMO,LIMO_
20203,04416532,19,0,1,,A,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04416552,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04416584,18,0,1,,A,,A,,A,,A,,A,,A,,A,65,D,,A,,A,,A,,A,,A
20203,04416592,43,0,1,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A
20203,04416652,27,0,1,,A,,A,,A,30,D,,A,,A,,A,60,D,,A,,A,,A,,A,,A
20203,04416682,21,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04416692,14,0,1,,A,,A,,A,,A,,A,,A,,A,28,D,,A,,A,,A,,A,,A
20203,04416712,44,0,1,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A
20203,04416752,34,0,1,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,,A
20203,04416782,13,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04416802,39,0,1,,A,,A,,A,,A,,A,,A,,A,53,D,,A,,A,,A,,A,,A
20203,04416812,37,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04416823,28,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04416842,32,0,1,,A,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,,A,,A
20203,04416872,25,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04416892,32,0,1,,A,,A,,A,,A,,A,,A,,A,80,D,,A,,A,,A,,A,,A
20203,04416912,10,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04416922,14,0,1,,A,,A,,A,,A,72,D,,A,,A,,A,,A,,A,,A,,A,,A
20203,04416972,40,0,1,,A,,A,,A,100,D,,A,,A,15,D,150,D,,A,,A,,A,,A,,A
20203,04416982,36,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04416992,19,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04417012,26,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04417092,34,0,1,,A,,A,,A,,A,,A,,A,,A,85,D,,A,,A,,A,,A,,A
20203,04417102,27,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04417142,35,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04417153,41,0,1,,A,,A,,A,,A,,A,66,D,,A,40,D,,A,,A,,A,,A,,A
20203,04417163,32,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04417172,12,0,1,10,D,,A,,A,,A,60,D,,A,18,D,,A,,A,,A,,A,,A,,A
20203,04417214,42,0,1,,A,,A,,A,,A,,A,,A,60,D,50,D,,A,,A,,A,,A,,A
20203,04417222,92,0,1,,A,,A,,A,,A,,A,,A,,A,90,D,,A,,A,,A,,A,,A
20203,04417252,18,0,1,,A,,A,,A,,A,120,D,,A,,A,80,D,,A,,A,,A,,A,,A
20203,04417264,48,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04417454,93,0,1,,A,,A,,A,,A,,A,30,D,,A,380,D,,A,,A,,A,30,D,,A
20203,04417462,48,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04417503,32,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04417512,26,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04417532,37,0,1,,A,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,,A,,A
20203,04417592,30,0,1,,A,,A,,A,,A,,A,,A,48,D,25,D,,A,,A,,A,,A,,A
20203,04417652,34,0,1,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A
20203,04417682,36,0,1,,A,,A,,A,,A,,A,,A,,A,15,D,,A,,A,,A,,A,,A
20203,04417722,55,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04417744,32,0,1,,A,,A,65,D,,A,,A,,A,,A,35,D,,A,,A,,A,,A,,A
20203,04417792,15,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04417812,63,0,1,,A,,A,,A,,A,,A,30,D,,A,311,D,,A,,A,,A,,A,,A
20203,04417842,33,0,1,,A,,A,,A,,A,,A,,A,,A,45,D,,A,,A,,A,,A,,A
20203,04417872,28,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04417892,43,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04417902,20,0,1,,A,,A,,A,50,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A
20203,04417922,31,0,1,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A
20203,04417952,31,0,1,,A,,A,,A,,A,20,D,,A,,A,300,D,,A,,A,,A,,A,,A
20203,04417992,35,0,1,,A,,A,,A,,A,2,D,,A,,A,,A,,A,,A,,A,,A,,A
20203,04418002,49,0,1,,A,,A,,A,,A,,A,,A,,A,400,D,,A,,A,,A,,A,,A
20203,04418034,17,0,1,,A,,A,,A,35,D,,A,,A,,A,20,D,,A,,A,,A,,A,,A
20203,04418092,62,0,1,,A,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,,A,,A
20203,04418112,26,0,1,,A,,A,,A,,A,,A,,A,,A,220,D,,A,,A,,A,,A,,A
20203,04418174,33,0,1,,A,,A,,A,,A,,A,30,D,,A,20,D,,A,,A,,A,,A,,A
20203,04418182,16,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04418192,21,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04418222,29,0,1,,A,,A,,A,50,D,,A,,A,,A,15,D,,A,,A,,A,,A,,A
20203,04418232,42,0,1,,A,,A,,A,,A,,A,,A,,A,45,D,,A,,A,,A,,A,,A
20203,04418242,22,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04418262,37,0,1,,A,,A,,A,,A,75,D,50,D,,A,,A,,A,,A,,A,,A,,A
20203,04418272,76,0,1,,A,,A,,A,100,D,,A,300,D,,A,300,D,,A,,A,,A,,A,,A
20203,04418283,18,0,1,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,,A
20203,04418302,11,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04418322,46,0,1,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A
20203,04418422,41,0,1,,A,,A,,A,,A,,A,,A,15,D,60,D,,A,,A,,A,,A,,A
20203,04418432,12,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04418442,40,0,1,45,D,,A,,A,,A,15,D,,A,,A,30,D,,A,,A,,A,,A,,A
20203,04418482,32,0,1,60,D,,A,,A,,A,360,D,,A,54,D,75,D,,A,,A,,A,,A,,A
20203,04418492,19,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04418504,43,0,1,,A,,A,,A,,A,,A,80,D,,A,350,D,,A,,A,,A,,A,,A
20203,04418522,29,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04418594,18,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04418602,30,0,1,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A
20203,04418632,21,0,1,,A,,A,,A,,A,,A,,A,,A,80,D,,A,,A,,A,,A,,A
20203,04418643,30,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04418683,56,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04418702,30,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04418712,34,0,1,,A,,A,,A,,A,60,D,,A,,A,200,D,,A,,A,,A,,A,,A
20203,04418732,28,0,1,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A
20203,04418782,19,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04418792,43,0,1,,A,,A,,A,,A,,A,80,D,,A,550,D,,A,,A,,A,,A,,A
20203,04418832,35,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04418842,17,0,1,,A,,A,,A,,A,15,D,,A,,A,200,D,,A,180,D,,A,,A,,A
20203,04418852,29,0,1,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A
20203,04418892,15,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04418902,26,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04418962,14,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04418974,74,0,1,,A,,A,,A,41,D,,A,,A,,A,200,D,,A,,A,,A,,A,,A
20203,04419004,17,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04419022,66,0,1,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A
20203,04419062,16,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04419072,39,0,1,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A
20203,04419082,15,0,1,,A,,A,,A,,A,90,D,,A,,A,,A,,A,,A,,A,,A,,A
20203,04419134,20,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04419152,63,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04419162,26,0,1,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A
20203,04419182,31,0,1,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A
20203,04419202,31,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04419282,45,0,1,,A,,A,,A,,A,,A,,A,,A,500,D,,A,,A,,A,,A,,A
20203,04419292,19,0,1,,A,,A,,A,,A,100,D,,A,,A,50,F,,A,,A,,A,60,D,,A
20203,04419342,34,0,1,,A,,A,,A,,A,,A,,A,6,D,,A,,A,,A,,A,,A,,A
20203,04419352,27,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04419392,18,0,1,,A,,A,,A,47,D,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20203,04419413,22,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04419422,40,0,1,,A,,A,,A,,A,,A,,A,,A,70,D,,A,,A,,A,,A,,A
20203,04419432,16,0,1,,A,,A,,A,,A,,A,,A,,A,15,D,,A,,A,,A,,A,,A
20203,04419442,58,0,1,,A,,A,55,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04419462,16,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04419472,17,0,1,10,D,,A,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A
20203,04419502,16,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04419542,28,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04419583,24,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04419622,14,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04419652,35,0,1,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A
20203,04419662,34,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04419672,28,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04419694,40,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04419702,69,0,1,,A,,A,85,D,,A,,A,1200,D,,A,1300,D,,A,,A,,A,,A,,A
20203,04419743,50,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04419752,36,0,1,,A,,A,,A,,A,,A,,A,6,D,,A,,A,,A,,A,,A,,A
20203,04419802,10,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04419812,32,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04419832,21,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04419862,26,0,1,,A,,A,,A,40,D,300,D,,A,,A,,A,,A,,A,,A,15,D,,A
20203,04419902,20,0,1,,A,,A,,A,,A,420,D,,A,,A,120,D,,A,,A,,A,,A,,A
20203,04419912,13,0,1,,A,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04419932,25,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04419952,24,0,1,,A,,A,,A,,A,,A,,A,0,D,120,D,,A,,A,,A,,A,,A
20203,04419962,40,0,1,,A,,A,,A,,A,,A,,A,,A,80,D,,A,,A,,A,,A,,A
20203,04419972,23,0,1,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A
20203,04419982,43,0,1,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A
20203,04420034,18,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04420043,32,0,1,,A,,A,,A,,A,,A,,A,,A,110,D,,A,,A,,A,,A,,A
20203,04420083,21,0,1,,A,,A,,A,,A,,A,,A,,A,150,D,,A,,A,,A,,A,,A
20203,04420112,38,0,1,65,D,,A,,A,,A,0,D,,A,,A,240,D,,A,,A,,A,,A,,A
20203,04420152,28,0,1,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A
20203,04420212,28,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04420321,26,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04420363,22,0,1,,A,,A,,A,,A,100,D,,A,,A,80,D,,A,,A,,A,,A,,A
20203,04420411,8,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04420421,30,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04420431,38,0,1,,A,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,,A,,A
20203,04420441,33,0,1,,A,,A,,A,,A,,A,,A,,A,200,D,,A,,A,,A,,A,,A
20203,04420461,18,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04420491,26,0,1,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A
20203,04420511,22,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04420521,17,0,1,,A,,A,,A,70,D,,A,,A,,A,50,D,,A,,A,,A,75,D,,A
20203,04420541,19,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04420561,15,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04420601,20,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04420621,30,0,1,,A,,A,,A,,A,65,D,,A,,A,,A,,A,,A,,A,,A,,A
20203,04420661,19,0,1,,A,,A,,A,,A,45,D,,A,,A,,A,,A,,A,,A,,A,,A
20203,04420691,14,0,1,,A,,A,,A,,A,10,D,,A,,A,,A,,A,,A,,A,,A,,A
20203,04420701,50,0,1,,A,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04420721,32,0,1,,A,,A,,A,,A,,A,20,D,,A,120,D,,A,,A,,A,,A,,A
20203,04420801,24,0,1,,A,,A,,A,,A,,A,,A,,A,23,D,,A,,A,,A,,A,,A
20203,04420811,26,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04420901,65,0,1,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A
20203,04420911,31,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04420961,20,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04420981,14,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04420991,12,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04421001,24,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04421021,37,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,0,D,,A
20203,04421041,30,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04421081,19,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04421111,22,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04421121,21,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04421131,38,0,1,,A,,A,,A,,A,,A,,A,,A,74,D,,A,,A,,A,,A,,A
20203,04421171,31,0,1,,A,,A,,A,,A,,A,,A,,A,80,D,,A,,A,,A,,A,,A
20203,04421181,56,0,1,,A,,A,,A,,A,,A,,A,,A,140,D,,A,,A,,A,,A,,A
20203,04421191,40,0,1,,A,,A,,A,,A,,A,,A,9,D,150,D,,A,,A,,A,,A,,A
20203,04421211,32,0,1,,A,,A,,A,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04421231,61,0,1,,A,,A,,A,,A,,A,,A,,A,50,D,,A,,A,,A,,A,,A
20203,04421321,25,0,1,,A,,A,,A,,A,,A,,A,,A,160,F,,A,,A,,A,,A,,A
20203,04421331,43,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04421371,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04421381,9,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04421491,28,0,1,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A,,A,,A,,A
20203,04421523,27,0,1,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A
20203,04421531,57,0,1,,A,,A,,A,,A,,A,,A,27,D,,A,,A,15,D,,A,,A,,A
20203,04421611,35,0,1,,A,,A,,A,,A,,A,,A,30,D,70,D,,A,,A,,A,,A,,A
20203,04421631,39,0,1,,A,,A,,A,,A,,A,,A,,A,150,D,,A,,A,,A,,A,,A
20203,04421641,18,0,1,,A,,A,,A,,A,60,D,,A,,A,60,D,,A,,A,,A,,A,,A
20203,04421651,16,0,1,7,D,,A,,A,,A,5,D,,A,,A,,A,,A,,A,,A,,A,,A
20203,04421661,64,0,1,,A,,A,,A,,A,,A,,A,,A,240,D,,A,,A,,A,,A,,A
20203,04421684,23,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04421761,30,0,1,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A,,A
20203,04421841,29,0,1,,A,,A,,A,,A,,A,,A,,A,125,D,,A,,A,,A,,A,,A
20203,04421861,27,0,1,,A,,A,,A,,A,,A,,A,,A,80,D,,A,,A,,A,,A,,A
20203,04421871,34,0,1,,A,,A,,A,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A
20203,04421894,31,0,1,,A,,A,,A,,A,,A,,A,,A,75,D,,A,,A,,A,,A,,A
20203,04421941,27,0,1,,A,,A,,A,,A,,A,,A,,A,180,D,,A,,A,,A,,A,,A
20203,04421951,33,0,1,,A,,A,,A,,A,,A,,A,,A,110,D,,A,,A,,A,,A,,A
20203,04422031,33,0,1,,A,,A,,A,,A,,A,,A,,A,45,D,,A,,A,,A,,A,,A
20203,04422041,52,0,1,,A,,A,,A,,A,,A,,A,,A,150,D,,A,,A,,A,,A,,A
20203,04422071,38,0,1,,A,,A,,A,,A,,A,,A,,A,30,D,,A,,A,,A,,A,,A
20203,04422101,32,0,1,,A,,A,,A,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A
20203,04422111,21,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04422131,25,0,1,,A,,A,50,D,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A
20203,04422161,19,0,1,,A,,A,,A,,A,180,D,,A,,A,,A,,A,,A,,A,,A,,A
20203,04422181,54,0,1,,A,,A,,A,,A,,A,35,D,,A,150,D,,A,,A,,A,,A,,A
20203,04422191,25,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04422271,24,0,1,,A,,A,,A,,A,,A,,A,,A,240,D,,A,,A,,A,,A,,A
20203,04422281,31,0,1,,A,,A,45,D,120,D,,A,,A,270,D,25,D,,A,,A,,A,,A,,A
20203,04422311,41,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04422351,29,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04422431,27,0,1,,A,76,D,,A,,A,,A,0,D,,A,,A,,A,,A,,A,,A,,A
20203,04422441,16,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04422481,24,0,1,,A,,A,,A,,A,120,D,,A,15,D,75,D,,A,,A,,A,,A,,A
20203,04422531,25,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04422541,15,0,1,,A,,A,,A,,A,,A,,A,45,F,,A,,A,,A,,A,,A,,A
20203,04422591,26,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04422601,33,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04422631,11,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04422651,30,0,1,,A,,A,,A,,A,,A,,A,,A,10,D,,A,,A,,A,,A,,A
20203,04422681,19,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04422701,44,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04422711,13,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04422791,33,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04422801,23,0,1,,A,,A,,A,,A,,A,,A,,A,210,D,,A,,A,,A,,A,,A
20203,04422831,15,0,1,,A,,A,,A,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A
20203,04422861,57,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04422881,18,0,1,,A,,A,,A,,A,,A,,A,,A,10,D,,A,,A,,A,,A,,A
20203,04422891,22,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04422911,24,0,1,,A,,A,,A,,A,,A,,A,,A,120,D,,A,,A,,A,,A,,A
20203,04422961,26,0,1,20,D,,A,,A,,A,40,D,,A,,A,20,D,,A,,A,,A,,A,,A
20203,04422981,19,0,1,,A,,A,,A,,A,60,D,150,D,,A,25,D,,A,,A,,A,,A,,A
20203,04423031,22,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04423041,40,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04423091,48,0,1,,A,,A,,A,,A,,A,,A,15,D,100,D,,A,,A,,A,,A,,A
20203,04423101,22,0,1,,A,,A,,A,35,F,,A,,A,,A,,A,,A,,A,,A,150,D,,A
20203,04423111,19,0,1,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A
20203,04423231,19,0,1,,A,,A,,A,,A,,A,12,D,,A,5,D,,A,,A,,A,,A,,A
20203,04423281,26,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04423341,15,0,1,,A,,A,,A,,A,,A,,A,,A,70,D,,A,,A,,A,,A,,A
20203,04423351,33,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04423421,33,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04423481,14,0,1,,A,,A,,A,,A,15,D,,A,,A,,A,,A,,A,,A,,A,,A
20203,04423491,35,0,1,,A,,A,,A,,A,,A,,A,,A,300,D,,A,,A,,A,,A,,A
20203,04423521,33,0,1,,A,,A,,A,,A,,A,,A,,A,107,D,,A,,A,,A,,A,,A
20203,04423541,24,0,1,,A,,A,,A,,A,,A,,A,,A,65,D,,A,,A,,A,,A,,A
20203,04423551,32,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04423561,29,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04423591,55,0,1,,A,,A,,A,,A,,A,,A,,A,20,D,,A,,A,,A,,A,,A
20203,04423621,30,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04423661,29,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04423671,30,0,1,,A,,A,,A,400,D,,A,,A,,A,,A,,A,,A,294,D,120,D,,A
20203,04423694,12,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04423701,15,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04423761,22,0,1,,A,,A,,A,,A,,A,,A,,A,75,D,,A,,A,,A,,A,,A
20203,04423791,28,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04423803,20,0,1,,A,,A,,A,,A,100,D,,A,,A,,A,,A,,A,,A,,A,,A
20203,04423851,27,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04423881,47,0,1,,A,,A,12,D,,A,,A,,A,54,D,110,D,,A,,A,,A,,A,,A
20203,04423891,22,0,1,,A,,A,,A,,A,,A,,A,,A,40,D,,A,,A,,A,,A,,A
20203,04423931,13,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20203,04424034,28,0,1,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
