QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,VOPMOA,VOPMOA_,VOPEXPX,VOPEXPX_,VOPRMBXA,VOPR_BXA,QVOPEQPX,QVOP_QPX,VOPSERVY,VOPS_RVY,VOPLABOR,VOPL_BOR,VOPREIMB,VOPR_IMB,VPSRVY1,VPSRVY1_,VPSRVY2,VPSRVY2_,VPSRVY3,VPSRVY3_,VPSRVY4,VPSRVY4_,VPSRVY5,VPSRVY5_,VPSRVY6,VPSRVY6_,VPSRVY7,VPSRVY7_,VPSRVY8,VPSRVY8_,VPSRVY9,VPSRVY9_
20204,04379103,24,0,1,09,D,20,D,,A,20,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379123,26,0,1,07,D,174,D,,A,174,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379163,43,0,1,09,D,90,D,,A,90,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379163,44,0,1,08,D,40,D,,A,40,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379163,45,0,1,09,D,40,D,,A,40,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379163,46,0,2,07,D,20,D,,A,20,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379203,17,0,1,08,D,40,D,,A,40,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379223,86,0,1,08,D,600,D,,A,,H,500,D,1,D,2,D,370,D,100,D,,A,,A,,A,,A,,A,,A,,A
20204,04379223,86,1,1,08,D,,B,,A,499,E,370,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379223,86,2,1,08,D,,B,,A,101,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379223,87,0,1,07,D,20,D,,A,20,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379223,88,0,1,08,D,20,D,,A,20,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379223,89,0,1,09,D,20,D,,A,20,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379223,90,0,1,07,D,64,D,,A,64,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379223,91,0,1,07,D,170,D,,A,170,D,110,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379233,15,0,1,08,D,64,D,,A,64,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379303,33,0,2,07,D,60,D,,A,60,D,370,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379303,34,0,2,07,D,160,D,,A,160,D,130,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379363,70,0,1,09,D,1175,D,,A,1175,D,140,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379363,71,0,1,08,D,11,D,,A,11,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379363,72,0,1,09,D,11,D,,A,11,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379363,73,0,2,07,D,15,D,,A,15,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379373,68,0,1,07,D,100,D,,A,100,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379373,69,0,1,07,D,12,D,,A,12,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379373,70,0,1,08,D,25,D,,A,25,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379373,71,0,1,09,D,25,D,,A,25,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379373,72,0,2,07,D,13,D,,A,13,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379413,28,0,1,08,D,200,D,,A,200,D,110,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379433,11,0,1,09,D,50,D,,A,50,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379443,36,0,1,08,D,50,D,,A,50,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379463,41,0,1,08,D,200,D,,A,200,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379463,42,0,1,09,D,600,D,,A,600,D,140,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379523,72,0,1,07,D,141,D,,A,141,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379523,73,0,1,07,D,36,D,,A,36,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379523,74,0,1,08,D,36,D,,A,36,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379523,75,0,1,09,D,36,D,,A,36,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379563,19,0,1,08,D,900,D,,A,900,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379593,21,0,1,08,D,40,D,,A,40,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379623,17,0,1,08,D,35,D,,A,35,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379683,36,0,1,09,D,60,D,,A,60,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379693,34,0,1,09,D,45,D,,A,45,D,370,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379763,24,0,1,09,D,40,D,,A,40,D,100,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379783,12,0,2,07,D,45,D,,A,45,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379804,32,0,1,09,D,300,D,,A,300,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379804,33,0,1,09,D,1000,D,,A,1000,D,320,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379804,34,0,1,09,D,300,D,,A,300,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379804,35,0,1,07,D,10,D,,A,10,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379804,36,0,1,08,D,10,D,,A,10,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379804,37,0,1,09,D,10,D,,A,10,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379823,62,0,1,09,D,1200,D,,A,1200,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379823,63,0,1,08,D,250,D,,A,250,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379873,32,0,1,07,D,600,D,,A,,H,500,D,1,D,2,D,370,D,110,D,,A,,A,,A,,A,,A,,A,,A
20204,04379873,32,1,1,07,D,,B,,A,325,E,370,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379873,32,2,1,07,D,,B,,A,275,E,110,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379873,33,0,1,09,D,117,D,,A,117,D,140,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379973,31,0,1,09,D,30,D,,A,30,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379973,32,0,1,09,D,30,D,,A,30,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04379973,33,0,1,08,D,600,D,,A,,H,500,D,1,F,2,D,370,D,140,D,,A,,A,,A,,A,,A,,A,,A
20204,04379973,33,1,1,08,D,,B,,A,600,E,370,D,1,F,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04380053,34,0,1,09,D,200,D,,A,200,D,360,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04380183,37,0,1,08,D,149,D,,A,149,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04380263,36,0,1,09,D,275,D,,A,,H,500,D,1,D,2,D,380,D,100,D,,A,,A,,A,,A,,A,,A,,A
20204,04380263,36,1,1,09,D,,B,,A,244,E,380,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04380263,36,2,1,09,D,,B,,A,31,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04380303,23,0,1,08,D,50,D,,A,50,D,100,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04380383,13,0,1,08,D,135,D,,A,135,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04380393,59,0,1,07,D,110,D,,A,110,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04380393,60,0,1,07,D,34,D,,A,34,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04380393,600,0,1,08,D,34,D,,A,34,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04380393,601,0,1,09,D,34,D,,A,34,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04380473,51,0,1,09,D,30,D,,A,30,D,360,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04380473,52,0,1,08,D,10,D,,A,10,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04380503,16,0,1,07,D,220,D,,A,,H,500,D,1,D,2,D,140,D,100,D,,A,,A,,A,,A,,A,,A,,A
20204,04380503,16,1,1,07,D,,B,,A,220,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04380553,50,0,1,08,D,50,D,,A,50,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04380603,37,0,1,08,D,50,D,,A,50,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04380603,38,0,1,08,D,20,D,,A,20,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04380723,20,0,1,09,D,85,D,,A,85,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04380823,41,0,1,08,D,300,D,,A,300,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04380823,42,0,1,09,D,90,D,,A,90,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04380833,28,0,1,09,D,40,D,,A,,H,500,D,1,D,2,D,500,D,100,D,,A,,A,,A,,A,,A,,A,,A
20204,04380833,28,1,1,09,D,,B,,A,30,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04380833,28,2,1,09,D,,B,,A,10,E,367,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04380903,32,0,1,08,D,10,D,,A,10,D,380,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04380933,22,0,1,08,D,8,D,,A,8,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04380964,31,0,1,08,D,77,D,,A,77,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381283,26,0,1,07,D,20,D,,A,20,D,100,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381283,27,0,1,07,D,20,D,,A,20,D,160,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381333,47,0,1,08,D,57,D,,A,57,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381333,48,0,1,09,D,576,D,,A,576,D,140,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381333,49,0,1,07,D,16,D,,A,16,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381333,50,0,1,08,D,16,D,,A,16,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381333,51,0,1,09,D,16,D,,A,16,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381333,52,0,2,07,D,12,D,,A,12,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381423,27,0,1,09,D,55,D,,A,55,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381423,28,0,1,08,D,500,D,,A,500,D,320,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381453,45,0,1,07,D,80,D,,A,80,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381453,46,0,1,09,D,500,D,,A,500,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381473,21,0,1,08,D,300,D,,A,300,D,110,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381483,38,0,1,08,D,30,D,,A,30,D,110,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381553,62,0,1,08,D,35,D,,A,35,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381553,63,0,1,09,D,35,D,,A,35,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381553,64,0,2,07,D,35,D,,A,35,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381643,29,0,1,09,D,100,D,,A,100,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381673,23,0,1,08,D,20,D,,A,20,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381673,24,0,1,09,D,60,D,,A,60,D,130,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381693,26,0,1,09,D,75,D,,A,,H,500,D,1,D,2,D,500,D,100,D,,A,,A,,A,,A,,A,,A,,A
20204,04381693,26,1,1,09,D,,B,,A,56,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381693,26,2,1,09,D,,B,,A,19,E,367,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381693,27,0,1,09,D,7,D,,A,,H,500,D,2,D,2,D,500,D,367,D,,A,,A,,A,,A,,A,,A,,A
20204,04381693,27,1,1,09,D,,B,,A,2,E,367,D,2,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381693,27,2,1,09,D,,B,,A,5,E,370,D,2,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381693,28,0,2,07,D,10,D,10,D,0,D,500,D,1,D,1,D,100,D,380,D,,A,,A,,A,,A,,A,,A,,A
20204,04381703,21,0,1,09,D,30,D,,A,30,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381703,22,0,1,07,D,30,D,,A,30,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381703,23,0,1,08,D,30,D,,A,30,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381703,24,0,1,09,D,30,D,,A,30,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381743,30,0,1,08,D,36,D,,A,36,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381763,22,0,2,07,D,885,D,,A,885,D,140,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381863,22,0,1,09,D,21,D,,A,21,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381933,39,0,1,09,D,1060,D,,A,1060,D,140,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381933,40,0,1,08,D,100,D,,A,100,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381973,30,0,1,09,D,,C,,A,60,F,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381973,31,0,1,08,D,100,D,,A,100,D,150,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381973,32,0,1,09,D,,C,,A,55,F,150,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381973,33,0,2,07,D,60,D,,A,60,D,130,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04381983,29,0,1,09,D,150,D,,A,150,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04382063,32,0,1,09,D,119,D,,A,119,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04382063,33,0,1,08,D,,C,,A,157,F,130,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04382073,38,0,1,09,D,93,D,,A,93,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04382073,39,0,1,08,D,29,D,,A,29,D,370,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04382193,63,0,1,08,D,30,D,,A,30,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04382193,64,0,1,09,D,120,D,,A,120,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04382193,65,0,1,09,D,1350,D,,A,1350,D,110,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04382243,18,0,1,07,D,25,D,,A,25,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04382293,29,0,1,08,D,60,D,,A,60,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04382293,30,0,1,09,D,400,D,,A,400,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04382293,31,0,1,08,D,300,D,,A,300,D,320,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04382423,86,0,1,07,D,60,D,,A,60,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04382423,87,0,1,08,D,60,D,,A,60,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04382423,88,0,1,09,D,60,D,,A,60,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04382453,48,0,1,09,D,650,D,,A,650,D,140,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04382483,52,0,1,09,D,400,D,,A,,H,500,D,1,D,2,D,380,D,100,D,,A,,A,,A,,A,,A,,A,,A
20204,04382483,52,1,1,09,D,,B,,A,356,E,380,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04382483,52,2,1,09,D,,B,,A,44,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04382483,53,0,1,09,D,50,D,,A,50,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04382483,54,0,1,09,D,50,D,,A,50,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04382513,13,0,1,08,D,300,D,,A,300,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04382563,27,0,1,08,D,300,D,,A,300,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04382623,23,0,1,08,D,,C,,A,55,F,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04382683,27,0,1,07,D,70,D,,A,70,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04382683,28,0,2,07,D,555,D,,A,555,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04382713,27,0,1,09,D,500,D,,A,,H,500,D,1,F,2,D,380,D,140,D,,A,,A,,A,,A,,A,,A,,A
20204,04382713,27,1,1,09,D,,B,,A,500,E,380,D,1,F,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04382773,14,0,1,09,D,30,D,,A,30,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04382893,45,0,1,08,D,50,D,,A,50,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04382973,42,0,2,07,D,10,D,,A,10,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383023,27,0,1,09,D,55,D,,A,55,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383023,28,0,1,07,D,10,D,,A,10,D,150,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383023,29,0,1,07,D,15,D,,A,15,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383023,30,0,1,08,D,15,D,,A,15,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383023,31,0,1,09,D,15,D,,A,15,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383044,33,0,1,08,D,190,D,,A,190,D,130,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383103,24,0,1,07,D,55,D,,A,55,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383123,21,0,1,08,D,45,D,,A,45,D,100,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383123,22,0,1,09,D,,C,,A,50,F,370,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383223,39,0,1,07,D,45,D,,A,45,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383233,30,0,1,08,D,30,D,,A,30,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383233,31,0,1,08,D,755,D,,A,,H,500,D,1,F,2,D,160,D,140,D,,A,,A,,A,,A,,A,,A,,A
20204,04383233,31,1,1,08,D,,B,,A,755,E,160,D,1,F,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383233,32,0,1,09,D,30,D,,A,30,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383283,23,0,1,08,D,47,D,,A,47,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383283,24,0,1,08,D,50,D,,A,50,D,367,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383463,28,0,1,08,D,150,D,,A,,H,115,D,1,D,2,D,110,D,100,D,,A,,A,,A,,A,,A,,A,,A
20204,04383463,28,1,1,08,D,,B,,A,121,E,110,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383463,28,2,1,08,D,,B,,A,29,E,100,D,1,D,,B,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383463,29,0,1,07,D,450,D,,A,450,D,140,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383463,30,0,1,09,D,180,D,,A,180,D,130,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383543,21,0,1,08,D,537,D,,A,537,D,140,D,2,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383543,22,0,1,07,D,600,D,,A,600,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383553,26,0,1,09,D,45,D,,A,45,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383553,27,0,1,09,D,20,D,,A,20,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383613,46,0,1,07,D,137,D,,A,137,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383613,47,0,1,07,D,18,D,,A,18,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383613,48,0,1,08,D,16,D,,A,16,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383613,49,0,1,09,D,8,D,,A,8,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383643,21,0,1,09,D,65,D,,A,65,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383643,22,0,1,08,D,550,D,,A,550,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383713,48,0,1,09,D,10,D,,A,10,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383743,62,0,1,07,D,254,D,,A,254,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383743,63,0,1,08,D,34,D,,A,34,D,360,D,2,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383743,64,0,1,07,D,10,D,,A,10,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383743,65,0,1,08,D,10,D,,A,10,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383743,66,0,1,09,D,10,D,,A,10,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383773,29,0,1,08,D,15,D,,A,15,D,150,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383773,30,0,1,08,D,25,D,,A,25,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383833,19,0,1,08,D,850,D,,A,850,D,140,D,1,F,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383833,20,0,1,09,D,10,D,,A,10,D,367,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04383943,32,0,1,09,D,125,D,,A,125,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04384024,39,0,1,08,D,45,D,,A,45,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04384113,23,0,1,09,D,120,D,,A,120,D,380,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04384113,24,0,1,09,D,610,D,,A,610,D,370,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04384184,28,0,1,09,D,50,D,,A,50,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20204,04384253,17,0,1,07,D,40,D,,A,40,D,100,D,1,D,2,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
